date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
2023-05-23,19:00,Pro League,Matchweek 28,Tue,Home,W,2.0,0.0,Al-Hilal,23.0,,Milan Mijatović,3-1-4-2,Sami Ahmed Al Jurays,Match Report,,7,3,,1,1,2023,Al Adalah
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Away,D,2.0,2.0,Al-Batin,55.0,,Murtadah Al Burayh,5-3-2,Faisal Suleiman Al Balawi,Match Report,,20,9,,0,1,2023,Al Adalah
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Home,L,0.0,2.0,Al-Ettifaq,49.0,,Milan Mijatović,3-1-4-2,Khalid Saleh Al Turais,Match Report,,14,2,,0,0,2023,Al Adalah
2022-08-26,21:00,Pro League,Matchweek 1,Fri,Away,L,0.0,3.0,Al-Shabab,19.0,6041.0,Martín Campaña,5-4-1,Faisal Suleiman Al Balawi,Match Report,,3,1,,0,0,2023,Al Batin
2022-08-31,18:55,Pro League,Matchweek 2,Wed,Home,L,0.0,5.0,Al-Fateh,27.0,3984.0,Martín Campaña,5-4-1,Ahmed Alromkhani,Match Report,,0,0,,0,0,2023,Al Batin
2022-09-09,18:30,Pro League,Matchweek 3,Fri,Away,L,0.0,3.0,Al-Ettifaq,28.0,2608.0,Yousef Al Shammari,4-4-2◆,Mamdouh Mufreh Al Shahdan,Match Report,,0,0,,0,0,2023,Al Batin
2022-09-15,18:40,Pro League,Matchweek 4,Thu,Home,L,0.0,4.0,Al-Nassr,23.0,4096.0,Martín Campaña,4-2-3-1,Roberto Tobar,Match Report,,0,0,,0,0,2023,Al Batin
2022-10-01,21:00,Pro League,Matchweek 5,Sat,Away,L,0.0,1.0,Al-Khaleej,28.0,2367.0,Yousef Al Shammari,4-2-3-1,Abdullah Khaled Al Kharboush,Match Report,,0,0,,0,0,2023,Al Batin
2022-10-06,21:00,Pro League,Matchweek 6,Thu,Home,D,2.0,2.0,Damac,31.0,3182.0,Yousef Al Shammari,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,3,2,,0,0,2023,Al Batin
2022-10-10,20:30,Pro League,Matchweek 7,Mon,Away,L,0.0,2.0,Al-Wehda,31.0,761.0,Yousef Al Shammari,4-2-3-1,Abdulsamad Ali Bakri,Match Report,,7,4,,0,0,2023,Al Batin
2022-10-16,17:45,Pro League,Matchweek 8,Sun,Home,L,1.0,3.0,Abha,31.0,,Yousef Al Shammari,4-1-4-1,Sami Ahmed Al Jurays,Match Report,,7,1,,1,1,2023,Al Batin
2022-12-16,20:30,Pro League,Matchweek 9,Fri,Away,L,1.0,3.0,Al-Hilal,20.0,,Martín Campaña,5-4-1,Sandro Schärer,Match Report,,5,3,,0,0,2023,Al Batin
2022-12-26,15:30,Pro League,Matchweek 10,Mon,Home,L,1.0,2.0,Al-Raed,41.0,,Martín Campaña,5-4-1,Mamdouh Mufreh Al Shahdan,Match Report,,10,3,,0,0,2023,Al Batin
2022-12-31,15:30,Pro League,Matchweek 11,Sat,Away,L,0.0,4.0,Al-Ta'ee,37.0,,Martín Campaña,3-4-3,Shukri Hussein Al Hunfush,Match Report,,4,4,,0,0,2023,Al Batin
2023-01-07,15:30,Pro League,Matchweek 12,Sat,Away,D,2.0,2.0,Al-Fayha,46.0,,Martín Campaña,5-4-1,Sultan Mohammed Al Akairi,Match Report,,9,5,,0,0,2023,Al Batin
2023-01-14,15:30,Pro League,Matchweek 13,Sat,Home,L,1.0,2.0,Al-Ittihad,23.0,,Martín Campaña,4-1-4-1,Anastasios Sidiropoulos,Match Report,,4,1,,0,0,2023,Al Batin
2023-01-19,15:30,Pro League,Matchweek 14,Thu,Away,D,1.0,1.0,Al-Adalah,56.0,,Martín Campaña,4-2-3-1,Abdullah Khaled Al Kharboush,Match Report,,9,2,,0,0,2023,Al Batin
2023-02-02,18:00,Pro League,Matchweek 15,Thu,Home,L,0.0,1.0,Al-Taawoun,36.0,,Martín Campaña,4-2-3-1,Majed Mohammed Al Shamrani,Match Report,,16,5,,0,0,2023,Al Batin
2023-02-09,16:00,Pro League,Matchweek 16,Thu,Home,L,2.0,4.0,Al-Shabab,31.0,,Martín Campaña,4-2-2-2,Abdullah Zafer Al Shehri,Match Report,,11,5,,0,0,2023,Al Batin
2023-02-18,16:00,Pro League,Matchweek 17,Sat,Away,L,0.0,2.0,Al-Fateh,36.0,,Martín Campaña,4-2-2-2,Mohammed Saif Al Harbi,Match Report,,5,2,,0,0,2023,Al Batin
2023-02-25,16:00,Pro League,Matchweek 18,Sat,Home,W,1.0,0.0,Al-Ettifaq,52.0,,Martín Campaña,4-2-3-1,Ahmed Mohammed Al Rumaikhani,Match Report,,13,6,,0,0,2023,Al Batin
2023-03-03,20:30,Pro League,Matchweek 19,Fri,Away,L,1.0,3.0,Al-Nassr,30.0,,Martín Campaña,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,7,2,,0,0,2023,Al Batin
2023-03-09,16:00,Pro League,Matchweek 20,Thu,Home,W,1.0,0.0,Al-Khaleej,36.0,,Martín Campaña,4-2-3-1,Faisal Suleiman Al Balawi,Match Report,,9,4,,0,0,2023,Al Batin
2023-03-17,16:00,Pro League,Matchweek 21,Fri,Away,L,0.0,1.0,Damac,57.0,,Martín Campaña,4-2-3-1,Mohammed Sami Al Ismail,Match Report,,11,1,,0,0,2023,Al Batin
2023-04-05,22:00,Pro League,Matchweek 22,Wed,Home,W,2.0,0.0,Al-Wehda,38.0,,Martín Campaña,4-2-3-1,Mohammed Nasser Abu Shaqara,Match Report,,6,3,,1,1,2023,Al Batin
2023-04-09,22:00,Pro League,Matchweek 23,Sun,Away,L,2.0,3.0,Abha,53.0,,Martín Campaña,4-2-2-2,Mohammed Saif Al Harbi,Match Report,,18,6,,0,0,2023,Al Batin
2023-04-14,22:00,Pro League,Matchweek 24,Fri,Home,W,1.0,0.0,Al-Hilal,24.0,,Martín Campaña,4-4-1-1,Faisal Suleiman Al Balawi,Match Report,,14,6,,0,0,2023,Al Batin
2023-05-02,19:00,Pro League,Matchweek 25,Tue,Away,L,1.0,3.0,Al-Raed,55.0,4380.0,Martín Campaña,4-2-2-2,Majed Mohammed Al Shamrani,Match Report,,14,3,,0,0,2023,Al Batin
2023-05-10,19:00,Pro League,Matchweek 26,Wed,Home,W,4.0,3.0,Al-Ta'ee,46.0,,Martín Campaña,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,20,10,,1,1,2023,Al Batin
2023-05-15,19:00,Pro League,Matchweek 27,Mon,Home,D,0.0,0.0,Al-Fayha,52.0,,Martín Campaña,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,6,0,,0,0,2023,Al Batin
2023-05-23,21:30,Pro League,Matchweek 28,Tue,Away,L,0.0,1.0,Al-Ittihad,38.0,,Martín Campaña,4-5-1,Tamás Bognár,Match Report,,3,0,,0,0,2023,Al Batin
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Home,D,2.0,2.0,Al-Adalah,46.0,,Mohammed Naji,4-5-1,Faisal Suleiman Al Balawi,Match Report,,6,2,,0,0,2023,Al Batin
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Away,L,1.0,3.0,Al-Taawoun,44.0,,Yousef Al Shammari,4-1-4-1,Turki Ali Hashlan,Match Report,,14,5,,0,0,2023,Al Batin
